,id,date,tweet,fav,label-classifier
949,949,2/21/2016 6:16,b'RT @thebestofmarvel: Marvel actors praising #DeadpoolMovie ! https://t.co/nAcgqFtcZF',0,pos
950,950,2/21/2016 6:09,"b""RT @pmann555: Just watched #DeadpoolMovie ....\nScrew what the critics say.. it's a #brilliant movie if you need a laugh.. https://t.co/GLLw\xe2\x80\xa6""",0,pos
951,951,2/21/2016 6:07,b'RT @HolsingerSEO: The marketing of this movie is very impressive. The creators understood their audience. Fantastic! #deadpoolmovie https:/\xe2\x80\xa6',0,pos
952,952,2/21/2016 6:06,b'The marketing of this movie is very impressive. The creators understood their audience. Fantastic! #deadpoolmovie https://t.co/8SCqyAJi0B',1,pos
953,953,2/27/2016 3:51,b'RT @weoverachieve: Ep 46 Vid https://t.co/1mCgQ5z0Mm #Beyonce #ConorMcGregor #NateDiaz #UFC196 #KanyeWest #Oscars #DeadpoolMovie #Hillary #\xe2\x80\xa6',0,pos
954,954,2/27/2016 3:44,b'RT @ThatCmonster: Marketing for #deadpool was just shit-posting with a purpose. #DeadpoolMovie #marketing',0,pos
955,955,2/27/2016 3:44,b'RT @AdditionalArt: #DeadpoolMovie Deadpool fanart! https://t.co/yLKxpV2BNE',0,pos
956,956,2/27/2016 3:43,b'Marketing for #deadpool was just shit-posting with a purpose. #DeadpoolMovie #marketing',3,pos
957,957,2/27/2016 3:09,b'RT @ArianeStAmour: Guess which movie I went to see tonight ;) I just have to say... that movie was fun!! #deadpool #deadpoolmovie #hot http\xe2\x80\xa6',0,pos
958,958,2/27/2016 3:01,"b""RT @Troy_Mac500: I haven't seen #Deadpool but I've seen enough commercials to have practically seen the entire length of the movie. #Deadpo\xe2\x80\xa6""",0,pos
959,959,2/27/2016 3:00,"b""RT @Troy_Mac500: I haven't seen #Deadpool but I've seen enough commercials to have practically seen the entire length of the movie. #Deadpo\xe2\x80\xa6""",0,pos
960,960,2/27/2016 2:58,"b""I haven't seen #Deadpool but I've seen enough commercials to have practically seen the entire length of the movie. #DeadpoolMovie #gtfo""",2,pos
961,961,2/27/2016 1:31,b'#DeadpoolMovie Deadpool fanart! https://t.co/yLKxpV2BNE',3,pos
962,962,2/27/2016 0:57,b'RT @clairelouiseluv: Going to watch #DeadpoolMovie again tonight!!! Love @VancityReynolds thank you for this movie!!! #LOVE #Popcorn https:\xe2\x80\xa6',0,pos
963,963,2/27/2016 0:56,b'Going to watch #DeadpoolMovie again tonight!!! Love @VancityReynolds thank you for this movie!!! #LOVE #Popcorn https://t.co/uAqe7mCHMY',1,pos
964,964,2/27/2016 0:42,"b""RT @Barnacules: I'm going to see #DeadpoolMovie tonight! I'm so excited, I know I won't be let down.""",0,pos
965,965,2/27/2016 0:14,"b'RT @FlicksCity: ALL #Deadpool easter eggs, #Marvel #XMen Spider-Man &amp; Green Lantern references + post-credits https://t.co/NLLzAgt8Wg #Dead\xe2\x80\xa6'",0,pos
966,966,2/26/2016 23:54,"b'RT @QuirkTeamPod: Powerpuff girls dominate, we become goddesses inspired by #thewickedandthedivine &amp; a #DeadpoolMovie review: https://t.co/\xe2\x80\xa6'",0,pos
967,967,2/26/2016 23:48,b'RT @FromAboveComic: The Ultimate mashup in my opinion.... #PeanutsMovie #DeadpoolMovie https://t.co/3NMqfc0c2h',0,pos
968,968,2/26/2016 23:37,"b'RT @theblerdgurl: .@LeslieUggams aka""Blind Al"" is LEGENDARY.1st Black woman to have a variety show #DeadpoolMovie #blackhistorymonth https:\xe2\x80\xa6'",0,pos
969,969,2/26/2016 23:33,b'RT @misslouisekay: ha ha #Deadpool #DeadpoolMovie (credit @Pippa_Lily ) https://t.co/bgydpWmI3Y',0,pos
970,970,2/26/2016 23:28,"b'RT @FlicksCity: ALL #Deadpool easter eggs, #Marvel #XMen Spider-Man &amp; Green Lantern references + post-credits https://t.co/NLLzAgt8Wg #Dead\xe2\x80\xa6'",0,pos
971,971,2/26/2016 23:20,b'RT @CiBoiv: @robertliefeld Skipped some lectures today to go see #DeadpoolMovie again! #worthit  \xf0\x9f\x91\x8c \xf0\x9f\x92\x80\xf0\x9f\x92\xa9L',0,pos
972,972,2/26/2016 23:09,b'My thoughts on the #DeadpoolMovie and #TheWalkingDead season six and #CallofDuty multiplayer!!\n\nhttps://t.co/2dNVzQ0iQO\n#TWD #AMC #Deadpool',2,pos
973,973,2/26/2016 23:07,b'The Ultimate mashup in my opinion.... #PeanutsMovie #DeadpoolMovie https://t.co/3NMqfc0c2h',0,pos
974,974,2/26/2016 23:01,"b""RT @Barnacules: I'm going to see #DeadpoolMovie tonight! I'm so excited, I know I won't be let down.""",0,pos
975,975,2/26/2016 22:55,"b""RT @wehshidarinda: I bet you all are wondering why the red suit? Well so that bad guys can't see me bleed.\n#DeadpoolMovie""",0,pos
976,976,2/26/2016 22:52,"b""I bet you all are wondering why the red suit? Well so that bad guys can't see me bleed.\n#DeadpoolMovie""",1,pos
977,977,2/26/2016 22:48,b'RT @RedStarship: The tiniest of Deadpools! #Deadpool #DeadpoolMovie #tinypool #wadewilson #ryanreynolds #chimichangas #funmovie https://t.c\xe2\x80\xa6',0,pos
978,978,2/26/2016 22:39,b'@robertliefeld Skipped some lectures today to go see #DeadpoolMovie again! #worthit  \xf0\x9f\x91\x8c \xf0\x9f\x92\x80\xf0\x9f\x92\xa9L',7,pos
979,979,2/26/2016 22:37,b'RT @BillyCollins85: @NicwMUFC Class met! #Deadpool #DeadpoolMovie @VancityReynolds',0,pos
980,980,2/26/2016 22:37,b'@NicwMUFC Class met! #Deadpool #DeadpoolMovie @VancityReynolds',1,pos
981,981,2/26/2016 22:24,b'Ep 46 Vid https://t.co/1mCgQ5z0Mm #Beyonce #ConorMcGregor #NateDiaz #UFC196 #KanyeWest #Oscars #DeadpoolMovie #Hillary #trump #podcast',2,pos
982,982,2/26/2016 22:10,b'RT @RendelMovie: Deadpool VS Rendel by our Concept artist Miia Kontinen. Which one would win? #rendelmovie #DeadpoolMovie #superheroes http\xe2\x80\xa6',0,pos
983,983,2/26/2016 22:06,b'RT @KeSneller: Deadpool #kesneller #Deadpool #DeadpoolMovie #MarvelShare #MarvelComics #MarvelHeroes2016 #RyanReynolds https://t.co/4rzBsjc\xe2\x80\xa6',0,pos
984,984,2/26/2016 22:03,b'RT @heyitsjanexx: Had fun yesterday with him :\xe2\x80\x99) belated birthday celeb daw hahahaha! #MangInasal #DeadpoolMovie #Quantum @otokohaha https:\xe2\x80\xa6',0,pos
985,985,2/26/2016 21:53,b'RT @Kinucha9: #Deadpool #DeadpoolMovie it was fucking awesome\xf0\x9f\x98\x82you all did a great job\xf0\x9f\x91\x8fPoland loves @deadpoolmovie https://t.co/yjskH3ulOM',0,pos
986,986,2/26/2016 21:52,"b""RT @Barnacules: I'm going to see #DeadpoolMovie tonight! I'm so excited, I know I won't be let down.""",0,pos
987,987,2/26/2016 21:49,"b""RT @Barnacules: I'm going to see #DeadpoolMovie tonight! I'm so excited, I know I won't be let down.""",0,pos
988,988,2/26/2016 21:46,b'Had fun yesterday with him :\xe2\x80\x99) belated birthday celeb daw hahahaha! #MangInasal #DeadpoolMovie #Quantum @otokohaha https://t.co/2wbtA4JOQq',3,pos
989,989,2/26/2016 21:43,"b""I'm going to see #DeadpoolMovie tonight! I'm so excited, I know I won't be let down.""",57,pos
990,990,2/26/2016 21:26,b'RT @koalistcom: #Deadpool 2 Rumored To Feature #Domino \nhttps://t.co/7JXavVmHvE #DeadpoolMovie @deadpoolmovie @Marvel https://t.co/Ytyvsqnl\xe2\x80\xa6',0,pos
991,991,2/26/2016 21:22,b'#Deadpool 2 Rumored To Feature #Domino \nhttps://t.co/7JXavVmHvE #DeadpoolMovie @deadpoolmovie @Marvel https://t.co/YtyvsqnliX',1,pos
992,992,2/26/2016 21:19,"b'RT @harshalkpr: Loved this: ""Life is an endless series of train-wrecks with only brief, commercial-like breaks of happiness""  #DeadpoolMovie'",0,pos
993,993,2/26/2016 21:09,"b'RT @FlicksCity: ALL #Deadpool easter eggs, #Marvel #XMen Spider-Man &amp; Green Lantern references + post-credits https://t.co/NLLzAgt8Wg #Dead\xe2\x80\xa6'",0,pos
994,994,2/26/2016 21:03,b'Deadpool #kesneller #Deadpool #DeadpoolMovie #MarvelShare #MarvelComics #MarvelHeroes2016 #RyanReynolds https://t.co/4rzBsjcVwb',2,pos
995,995,2/26/2016 21:01,b'RT @YogurtPodcast: The Witch and #DeadpoolMovie special thanks to @thedrunkendork #PodernFamily https://t.co/XTTuGPUiz9 https://t.co/7tOvMe\xe2\x80\xa6',0,pos
996,996,2/26/2016 20:38,b'RT @NOSEYNOBODY: This Just Happened:\n\nhttps://t.co/mmm4NjZX2I\n\n#Deadpool #DeadpoolMovie #StonersCircle #PodernFamily #LegalizeIt https://t.\xe2\x80\xa6',0,pos
997,997,2/26/2016 20:23,"b'Loved this: ""Life is an endless series of train-wrecks with only brief, commercial-like breaks of happiness""  #DeadpoolMovie'",2,pos
998,998,2/26/2016 20:21,b'RT @KamisectaShop: #DeadpoolMovie @gfxinator \nWALLPAPER DEADPOOL\n#Deadpool #geek #GFX \nRT if you like.....;) https://t.co/Nt8FiqW2Dw',0,pos
999,999,2/26/2016 20:13,"b""RT @DeeRodgers1991: @SxmplyNK @SuperheroFeed @VancityReynolds haha oh shit. She's a pro lol...nicee.. Damn you Wade! #DeadpoolMovie @deadpo\xe2\x80\xa6""",0,pos
1000,1000,2/26/2016 20:11,"b""@SxmplyNK @SuperheroFeed @VancityReynolds haha oh shit. She's a pro lol...nicee.. Damn you Wade! #DeadpoolMovie @deadpoolmovie""",0,pos
1001,1001,2/26/2016 19:58,b'RT @KamisectaShop: #DeadpoolMovie @gfxinator \nWALLPAPER DEADPOOL\n#Deadpool #geek #GFX \nRT if you like.....;) https://t.co/Nt8FiqW2Dw',0,pos
1002,1002,2/26/2016 19:53,b'RT @YogurtPodcast: The Witch and #DeadpoolMovie special thanks to @thedrunkendork #PodernFamily https://t.co/XTTuGPUiz9 https://t.co/7tOvMe\xe2\x80\xa6',0,pos
1003,1003,2/26/2016 19:51,b'#DeadpoolMovie @gfxinator \nWALLPAPER DEADPOOL\n#Deadpool #geek #GFX \nRT if you like.....;) https://t.co/Nt8FiqW2Dw',3,pos
1004,1004,2/26/2016 19:46,b'RT @3geekspodcast: 3 Geeks Podcast Episode 23 Deadpool Spoiler Discussion #Deadpool #DeadpoolMovie #BatmanvSuperman #Wolverine  https://t.c\xe2\x80\xa6',0,pos
1005,1005,2/26/2016 19:45,b'My thoughts on the #DeadpoolMovie and #TheWalkingDead season six and #CallofDuty multiplayer!\n\nhttps://t.co/2dNVzQ0iQO\n#TWD #AMC #Deadpool',2,pos
1006,1006,2/26/2016 19:42,b'RT @thebestofmarvel: Marvel actors praising #DeadpoolMovie ! https://t.co/nAcgqFtcZF',0,pos
1007,1007,2/26/2016 19:42,b'RT @WhoGivesAFlick: Deadpool!! Check out this latest edition of Who Gives A Flick The Deadpool Edition #Marvel #Deadpool #DeadpoolMovie\n\nht\xe2\x80\xa6',0,pos
1008,1008,2/26/2016 19:39,b'RT @NOSEYNOBODY: This Just Happened:\n\nhttps://t.co/mmm4NjZX2I\n\n#Deadpool #DeadpoolMovie #StonersCircle #PodernFamily #LegalizeIt https://t.\xe2\x80\xa6',0,pos
1009,1009,2/26/2016 19:28,b'RT @NOSEYNOBODY: This Just Happened:\n\nhttps://t.co/mmm4NjZX2I\n\n#Deadpool #DeadpoolMovie #StonersCircle #PodernFamily #LegalizeIt https://t.\xe2\x80\xa6',0,pos
1010,1010,2/26/2016 19:28,b'RT @LittleFox93: Feeling fly #af. #starbucks coffee date before seeing #DeadpoolMovie with my girl. #tonightsgunnabeagoodnight #happy https\xe2\x80\xa6',0,pos
1011,1011,2/26/2016 19:28,b'RT @__SandD__: Deadpool.. breaking hearts and box office records.. https://t.co/XK9UYp5O3f #DeadpoolMovie',0,pos
1012,1012,2/26/2016 19:27,b'This Just Happened:\n\nhttps://t.co/mmm4NjZX2I\n\n#Deadpool #DeadpoolMovie #StonersCircle #PodernFamily #LegalizeIt https://t.co/bxXDOoh2kG',5,pos
1013,1013,2/26/2016 19:20,b'RT @YogurtPodcast: The Witch and #DeadpoolMovie special thanks to @thedrunkendork #PodernFamily https://t.co/XTTuGPUiz9 https://t.co/7tOvMe\xe2\x80\xa6',0,pos
1014,1014,2/26/2016 19:11,b'RT @Dazza_Mcnazza: In Belgium shopping and found this awesome T-Shirt and I had to treat myself. #Deadpool #DeadpoolMovie #TShirt https://t\xe2\x80\xa6',0,pos
1015,1015,2/26/2016 19:03,b'In Belgium shopping and found this awesome T-Shirt and I had to treat myself. #Deadpool #DeadpoolMovie #TShirt https://t.co/i3QjTDfzAh',0,pos
1016,1016,2/26/2016 18:59,b'#Deadpool #DeadpoolMovie it was fucking awesome\xf0\x9f\x98\x82you all did a great job\xf0\x9f\x91\x8fPoland loves @deadpoolmovie https://t.co/yjskH3ulOM',0,pos
1017,1017,2/26/2016 18:57,b'RT @eandcpress: RT if Ur going 2C #DeadpoolMovie on #AcademyAwards wknd?\n#Deadpool\n@deadpoolmovie\n#Marvel\n#XMEN\n#RyanReynolds\n#deadpoolswag\xe2\x80\xa6',0,pos
1018,1018,2/26/2016 18:49,b'RT @MikeJMele: My thoughts on the #DeadpoolMovie and #TheWalkingDead season six and #CallofDuty multiplayer!\n\nhttps://t.co/2dNVzQ0iQO\n#TWD \xe2\x80\xa6',0,pos
1019,1019,2/26/2016 18:48,b'RT if Ur going 2C #DeadpoolMovie on #AcademyAwards wknd?\n#Deadpool\n@deadpoolmovie\n#Marvel\n#XMEN\n#RyanReynolds\n#deadpoolswag\n@VancityReynolds',0,pos
1020,1020,2/26/2016 18:38,b'RT @mcbourbonnais1: Are you ready? #deadpool #DeadpoolMovie https://t.co/BDU1T31XuL',0,pos
1021,1021,2/26/2016 18:32,b'RT @CFrequency: All of the dinosaurs feared the T-Rex!\n#dachshund #DeadpoolMovie https://t.co/UpAop2olTy',0,pos
1022,1022,2/26/2016 18:00,b'Deadpool!! Check out this latest edition of Who Gives A Flick The Deadpool Edition #Marvel #Deadpool #DeadpoolMovie\n\nhttps://t.co/SLYfUtV2dP',0,pos
1023,1023,2/26/2016 17:48,b'RT @mcbourbonnais1: Share the love! #Deadpool #DeadpoolMovie https://t.co/t2yMcsi1g9',0,pos
1024,1024,2/26/2016 16:57,"b'RT @pixieodeath: DEADPOOL. OMG, that was so much fun. #DeadpoolMovie'",0,pos
1025,1025,2/26/2016 16:52,"b'RT @ThoseGuysRadio: Tonight at 7:30PM, @Matt_M_over9000 &amp; @ASanAndres94 discuss the #DeadpoolMovie! Listen to them talk #Deadpool here http\xe2\x80\xa6'",0,pos
1026,1026,2/26/2016 16:41,b'RT @richardwoodger: Is anyone else coming to see Deadpool at @EmpireCinemas with me? #Impact #Deadpoolmovie #Basildon https://t.co/YUl3yPky\xe2\x80\xa6',0,pos
1027,1027,2/26/2016 16:35,b'Is anyone else coming to see Deadpool at @EmpireCinemas with me? #Impact #Deadpoolmovie #Basildon https://t.co/YUl3yPkyyB',0,pos
1028,1028,2/26/2016 16:22,"b'Tonight at 7:30PM, @Matt_M_over9000 &amp; @ASanAndres94 discuss the #DeadpoolMovie! Listen to them talk #Deadpool here https://t.co/HfZkwbV6l6'",0,pos
1029,1029,2/26/2016 16:18,b'RT @thegeekgrind: I see what you did there Wade. Clever clever. #DeadpoolMovie https://t.co/jV0rVuURrb',0,pos
1030,1030,2/26/2016 16:00,b'RT @MyGeekBox: SAVE: \xc2\xa39.00 || Deadpool Money Bank! https://t.co/8LnkGz3hwO #Deadpool #DeadpoolMovie #MyGeekBox https://t.co/uVK4SssoCA',0,pos
1031,1031,2/26/2016 15:58,b'SAVE: \xc2\xa39.00 || Deadpool Money Bank! https://t.co/8LnkGz3hwO #Deadpool #DeadpoolMovie #MyGeekBox https://t.co/uVK4SssoCA',2,pos
1032,1032,2/26/2016 15:20,"b'RT @kingscourtgraph: #dbox seats 4 #Deadpool even better than when watched in just straight VIP theatre #DeadpoolMovie #awesome #funny , go\xe2\x80\xa6'",0,pos
1033,1033,2/26/2016 15:00,b'RT @DAMcAllister: Hey @VancityReynolds I did a drawing of you as #Deadpool and your mortal enemy. @deadpoolmovie #Deadpoolmovie https://t.c\xe2\x80\xa6',0,pos
1034,1034,2/26/2016 14:56,b'RT @LurchyReviews: Deadpool Review https://t.co/PvTb6U6jP6 #LurchyReviews #MovieReview #DeadpoolMovie',0,pos
1035,1035,2/26/2016 14:38,b'RT @DAMcAllister: Hey @VancityReynolds I did a drawing of you as #Deadpool and your mortal enemy. @deadpoolmovie #Deadpoolmovie https://t.c\xe2\x80\xa6',0,pos
1036,1036,2/26/2016 14:36,b'RT @DAMcAllister: Hey @VancityReynolds I did a drawing of you as #Deadpool and your mortal enemy. @deadpoolmovie #Deadpoolmovie https://t.c\xe2\x80\xa6',0,pos
1037,1037,2/26/2016 14:36,"b'RT @theryantroutman: Looking forward to tonight with the wifey - date, dinner and #DeadpoolMovie. No chimichangas will be injured in the ma\xe2\x80\xa6'",0,pos
1038,1038,2/26/2016 14:32,"b'Looking forward to tonight with the wifey - date, dinner and #DeadpoolMovie. No chimichangas will be injured in the making of this evening.'",0,pos
1039,1039,2/26/2016 14:29,b'Hey @VancityReynolds I did a drawing of you as #Deadpool and your mortal enemy. @deadpoolmovie #Deadpoolmovie https://t.co/uh3yxv6C9N',3,pos
1040,1040,2/26/2016 14:15,b'RT @__SandD__: Deadpool.. breaking hearts and box office records.. https://t.co/XK9UYp5O3f #DeadpoolMovie',0,pos
1041,1041,2/26/2016 14:08,b'RT @Middle_Realm: Ladies Official Deadpool T-shirts in stock now! https://t.co/E6CXeZHl6H #deadpool #deadpoolmovie #style https://t.co/6MNf\xe2\x80\xa6',0,pos
1042,1042,2/26/2016 14:06,"b'RT @TheMarySue: Marvel only had one single objection to the #DeadpoolMovie, and it had to do with Negasonic Teenage Warhead. https://t.co/2\xe2\x80\xa6'",0,pos
1043,1043,2/26/2016 14:05,b'RT @YogurtPodcast: The Witch and #DeadpoolMovie special thanks to @thedrunkendork #PodernFamily https://t.co/XTTuGPUiz9 https://t.co/7tOvMe\xe2\x80\xa6',0,pos
1044,1044,2/26/2016 13:55,"b'RT @TheMarySue: Marvel only had one single objection to the #DeadpoolMovie, and it had to do with Negasonic Teenage Warhead. https://t.co/2\xe2\x80\xa6'",0,pos
1045,1045,2/26/2016 13:49,"b'RT @postperspective: Our Newsletter: #DeadpoolMovie\xe2\x80\x99s Premiere #editing workflow, @borisfx BCC for @MediaComposer, more https://t.co/4aMLvT\xe2\x80\xa6'",0,pos
1046,1046,2/26/2016 13:25,"b'RT @FlicksCity: ALL #Deadpool easter eggs, #Marvel #XMen Spider-Man &amp; Green Lantern references + post-credits https://t.co/NLLzAgt8Wg #Dead\xe2\x80\xa6'",0,pos
1047,1047,2/26/2016 13:21,b'RT @Middle_Realm: XL Sizes just arrived! Get yours now before they go again! https://t.co/ABWxzH0WAd #deadpool #deadpoolmovie #marvel https\xe2\x80\xa6',0,pos
1048,1048,2/26/2016 12:46,"b'RT @TheMarySue: Marvel only had one single objection to the #DeadpoolMovie, and it had to do with Negasonic Teenage Warhead. https://t.co/2\xe2\x80\xa6'",0,pos
1049,1049,2/26/2016 12:43,"b'RT @FlicksCity: ALL #Deadpool easter eggs, #Marvel #XMen Spider-Man &amp; Green Lantern references + post-credits https://t.co/NLLzAgt8Wg #Dead\xe2\x80\xa6'",0,pos
1050,1050,2/26/2016 12:39,"b'RT @kingscourtgraph: #dbox seats 4 #Deadpool even better than when watched in just straight VIP theatre #DeadpoolMovie #awesome #funny , go\xe2\x80\xa6'",0,pos
1051,1051,2/26/2016 12:37,"b'RT @TheMarySue: Marvel only had one single objection to the #DeadpoolMovie, and it had to do with Negasonic Teenage Warhead. https://t.co/2\xe2\x80\xa6'",0,pos
1052,1052,2/26/2016 12:36,b'RT @Middle_Realm: XL Sizes just arrived! Get yours now before they go again! https://t.co/ABWxzH0WAd #deadpool #deadpoolmovie #marvel https\xe2\x80\xa6',0,pos
1053,1053,2/26/2016 12:33,"b'RT @TheMarySue: Marvel only had one single objection to the #DeadpoolMovie, and it had to do with Negasonic Teenage Warhead. https://t.co/2\xe2\x80\xa6'",0,pos
1054,1054,2/26/2016 12:30,"b'Marvel only had one single objection to the #DeadpoolMovie, and it had to do with Negasonic Teenage Warhead. https://t.co/2Jnt6kgjXe'",17,pos
1055,1055,2/26/2016 12:28,b'XL Sizes just arrived! Get yours now before they go again! https://t.co/ABWxzH0WAd #deadpool #deadpoolmovie #marvel https://t.co/txN5buNHmi',2,pos
1056,1056,2/26/2016 12:26,b'Ladies Official Deadpool T-shirts in stock now! https://t.co/E6CXeZHl6H #deadpool #deadpoolmovie #style https://t.co/6MNfbL2QE2',0,pos
1057,1057,2/26/2016 12:16,b'Had a great day \xe2\x98\x80\xef\xb8\x8f\xf0\x9f\x99\x8c\xf0\x9f\x8f\xbd\n\nWatched #DeadpoolMovie with @heleneismyname \xf0\x9f\x93\xbd\xf0\x9f\xa4\x98\xf0\x9f\x8f\xbc \n\nAnd then we adventured around the city \xf0\x9f\x8f\x99\xf0\x9f\x8c\x86',4,pos
1058,1058,2/26/2016 10:59,"b""RT @rnoonlights: and thanks @Katrinac97 for watching it with me, even though she'd watched it once already! \xf0\x9f\x98\x8b\xf0\x9f\x98\x8b\xf0\x9f\x98\x8b\xe2\x9c\xa8\xe2\x9d\xa4 #DeadpoolMovie""",0,pos
1059,1059,2/26/2016 9:02,b'RT @india_boxoffice: #Deadpool #DeadpoolMovie  gross good collection in india with 32cr . worldwide 520M$(3400cr). #Bollywood #Hollywood ht\xe2\x80\xa6',0,pos
1060,1060,2/26/2016 8:57,b'Deadpool.. breaking hearts and box office records.. https://t.co/XK9UYp5O3f #DeadpoolMovie',0,pos
1061,1061,2/26/2016 8:21,b'RT @YogurtPodcast: The Witch and #DeadpoolMovie special thanks to @thedrunkendork #PodernFamily https://t.co/XTTuGPUiz9 https://t.co/7tOvMe\xe2\x80\xa6',0,pos
1062,1062,2/26/2016 8:12,b'RT @Karlb376: Sorry for the #music spam :) #sorrynotsorry #Deadpool #DeadpoolMovie #soundtrack #Spotify @SpotifyUK',0,pos
1063,1063,2/26/2016 7:56,b'Sorry for the #music spam :) #sorrynotsorry #Deadpool #DeadpoolMovie #soundtrack #Spotify @SpotifyUK',1,pos
1064,1064,2/26/2016 7:43,"b""RT @KRCunningham: Anyone else think that Ryan Reynolds' Deadpool makeup somehow made him look like Ted Danson?\n#DeadpoolMovie""",0,pos
1065,1065,2/26/2016 7:23,"b""and thanks @Katrinac97 for watching it with me, even though she'd watched it once already! \xf0\x9f\x98\x8b\xf0\x9f\x98\x8b\xf0\x9f\x98\x8b\xe2\x9c\xa8\xe2\x9d\xa4 #DeadpoolMovie""",0,pos
1066,1066,2/26/2016 7:18,"b'RT @StrongBabyOx: Me last night after seeing #DeadpoolMovie, it was all kinds of good! Never laughed so much during a movie \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc https://t.co\xe2\x80\xa6'",0,pos
1067,1067,2/26/2016 7:06,b'RT @BUNCHofSTEVE: #DeadpoolMovie writers thank the new Fox regime for being hands-off https://t.co/HZKTUzwwnV https://t.co/cEWdq9cCIC',0,pos
1068,1068,2/26/2016 6:58,"b""Anyone else think that Ryan Reynolds' Deadpool makeup somehow made him look like Ted Danson?\n#DeadpoolMovie""",0,pos
1069,1069,2/26/2016 6:26,"b'RT @kingscourtgraph: #dbox seats 4 #Deadpool even better than when watched in just straight VIP theatre #DeadpoolMovie #awesome #funny , go\xe2\x80\xa6'",0,pos
1070,1070,2/26/2016 6:25,"b'RT @kingscourtgraph: #dbox seats 4 #Deadpool even better than when watched in just straight VIP theatre #DeadpoolMovie #awesome #funny , go\xe2\x80\xa6'",0,pos
1071,1071,2/26/2016 6:24,"b'#dbox seats 4 #Deadpool even better than when watched in just straight VIP theatre #DeadpoolMovie #awesome #funny , go see it if u have not'",14,pos
1072,1072,2/26/2016 6:17,b'RT @WoodChuckNews: Here is the tenth Episode of Woodchuck News the podcast! #Marvel #DC #Review #DeadpoolMovie @DCComics https://t.co/67e6r\xe2\x80\xa6',0,pos
1073,1073,2/26/2016 6:11,b'RT @panelandframe: New #article: \xe2\x80\x9c #DeadpoolMovie Success Shows How Great Times Are for #Comic Book Fans\xe2\x80\x9d by Van Sias https://t.co/guPdqwSA\xe2\x80\xa6',0,pos
1074,1074,2/26/2016 5:40,b'RT @YogurtPodcast: The Witch and #DeadpoolMovie special thanks to @thedrunkendork #PodernFamily https://t.co/XTTuGPUiz9 https://t.co/7tOvMe\xe2\x80\xa6',0,pos
1075,1075,2/26/2016 5:38,b'RT @TheMarySue: Marvel Only Objected to One Thing in the #DeadpoolMovie\xe2\x80\x94Negasonic Teenage Warhead https://t.co/2Jnt6kgjXe #Deadpool https:/\xe2\x80\xa6',0,pos
1076,1076,2/26/2016 5:20,b'RT @noobde: Another winner for Marvel? #DeadpoolMovie https://t.co/5KZkZG091M',0,pos
1077,1077,2/26/2016 4:51,b'RT @YogurtPodcast: Our initial reactions to the #DeadpoolMovie trailer GYP rewind #PodernFamily\nhttps://t.co/nG7IzP8yDO',0,pos
1078,1078,2/26/2016 4:29,b'RT @B_Boardjungle: Oh snap! #deadpoolmovie blu-ray pre-orders up on Amazon.\nhttps://t.co/6E5cBddcj7 https://t.co/687PMuoPAy',0,pos
1079,1079,2/26/2016 4:21,b'Here is the tenth Episode of Woodchuck News the podcast! #Marvel #DC #Review #DeadpoolMovie @DCComics https://t.co/67e6rbm0YB',1,pos
1080,1080,2/26/2016 4:04,b'RT @tsbofpodcast: https://t.co/NiNAPPEB5r which host liked the #DeadpoolMovie even more than #tankgirl? Click the link! https://t.co/bAk2gg\xe2\x80\xa6',0,pos
1081,1081,2/26/2016 4:00,b'RT @tsbofpodcast: https://t.co/NiNAPPEB5r which host liked the #DeadpoolMovie even more than #tankgirl? Click the link! https://t.co/bAk2gg\xe2\x80\xa6',0,pos
1082,1082,2/26/2016 3:40,b'RT @theVinceofRock: Favourite part of #DeadpoolMovie = end-credits scene. Nailed it.\n\n+1 of the better Marvel movie cameos for Stan Lee. ht\xe2\x80\xa6',0,pos
1083,1083,2/26/2016 3:39,b'Favourite part of #DeadpoolMovie = end-credits scene. Nailed it.\n\n+1 of the better Marvel movie cameos for Stan Lee. https://t.co/a65HlKPgPH',3,pos
1084,1084,2/26/2016 3:39,b'RT @YogurtPodcast: The Witch and #DeadpoolMovie special thanks to @thedrunkendork #PodernFamily https://t.co/XTTuGPUiz9 https://t.co/7tOvMe\xe2\x80\xa6',0,pos
1085,1085,2/26/2016 3:38,b'RT @YogurtPodcast: The Witch and #DeadpoolMovie special thanks to @thedrunkendork #PodernFamily https://t.co/XTTuGPUiz9 https://t.co/7tOvMe\xe2\x80\xa6',0,pos
1086,1086,2/26/2016 3:25,b'RT @YogurtPodcast: The Witch and #DeadpoolMovie special thanks to @thedrunkendork #PodernFamily https://t.co/XTTuGPUiz9 https://t.co/7tOvMe\xe2\x80\xa6',0,pos
1087,1087,2/26/2016 2:55,"b'RT @TheMarySue: #DeadpoolMovie Really Wants an Oscar, Has Some Things for You to \xe2\x80\x9cConsiderbate\xe2\x80\x9d https://t.co/zSKqylnTZr https://t.co/EClTRX\xe2\x80\xa6'",0,pos
1088,1088,2/26/2016 2:48,"b'RT @theblerdgurl: .@LeslieUggams aka""Blind Al"" is LEGENDARY.1st Black woman to have a variety show #DeadpoolMovie #blackhistorymonth https:\xe2\x80\xa6'",0,pos
